section,start_method,workers,parent_rss_gb,parent_dataset,create_s,destroy_s,total_s,per_worker_ms,n_images,mode,tasks,time_mean,time_median,time_std,time_min,time_max,time_ci95,reps,compute_median,pool_setup_median,cpu_main_median,cpu_children_median,cpu_total_median,throughput_median,throughput_mean,imbalance_median,task_count,speedup,efficiency,speedup_compute,amdahl_serial_fraction,cpu_overhead_ratio,level,return_mode,backend,pool,cv2_threads
D_backend,,2,,,,,,,1500,process/dynamic,94,0.2515360388002591,0.25198334800006705,0.0014523190187241126,0.24994231399978162,0.25326256699918304,0.001803003145050189,5,0.23874687799980165,0.012939455999003258,0.022650999999996202,0.4855370000000221,0.5075809999999592,5952.774307926097,5963.519315540385,1.0009718722115666,94,1.992694525195678,0.996347262597839,2.103172373213727,0.0036661288079791188,1.0108641332249984,light,,process,,
D_backend,,4,,,,,,,1500,process/dynamic,94,0.16266060719863162,0.15958070299893734,0.008628865454286788,0.15512770199711667,0.1760299829984433,0.010712433943033995,5,0.140498373999435,0.01908232899950235,0.032448000000044885,0.5732850000003964,0.6057330000004413,9399.632736359035,9241.76821897757,1.011222241553335,94,3.1465323097589977,0.7866330774397494,3.573890741271,0.09041357344337071,1.2063370457351108,light,,process,,
D_backend,,8,,,,,,,1500,process/dynamic,94,0.11928465699820663,0.1201209619975998,0.002067182362059893,0.11582084399924497,0.12115910299689858,0.0025663344293739396,5,0.09052012999745784,0.029321132999029942,0.03839299999998502,0.75080300000036,0.7897759999996197,12487.412480346038,12578.034799379944,1.0282102362934946,94,4.180168304098698,0.5225210380123373,5.547117950607369,0.1305426486623899,1.5728646889493225,light,,process,,
D_backend,,14,,,,,,,1500,process/dynamic,94,0.1235806616001355,0.12350763200083748,0.001941558047244163,0.12127984099788591,0.12598823000007542,0.0024103762467795114,5,0.07668430400008219,0.04652847799661686,0.05462499999998727,1.0436469999999645,1.0985869999996112,12144.99845636931,12140.216899941213,1.118728135778297,94,4.065545018277139,0.29039607273408136,6.54796107948861,0.18796713388055253,2.187871877645041,light,,process,,
D_backend,,20,,,,,,,1500,process/dynamic,94,0.1367270685994299,0.13691158599976916,0.0013632708798787757,0.13482611200015526,0.1380299339980411,0.0016924530026027962,5,0.0719901589982328,0.06431652399987797,0.08611000000001923,1.3991210000003775,1.4918350000003784,10955.975632351006,10971.636620869527,1.0894578289994115,94,3.6675189636694263,0.1833759481834713,6.97492330878915,0.23438304575526417,2.9710381085781763,light,,process,,
D_backend,,1,,,,,,,1500,sequential,1,1.8635586326003248,1.8515140279996558,0.027274827345051593,1.8398935420009366,1.9089313240001502,0.033860741923652155,5,1.8515140279996558,0.0,1.850733000000048,0.0,1.850733000000048,810.1477911137267,805.0477317269216,1.0,1,1.0,1.0,1.0,nan,0.9995781679275465,medium,,sequential,,
D_backend,,2,,,,,,,1500,thread/dynamic,94,1.1276362525997683,1.111339200000657,0.03754068588360637,1.1061362369982817,1.1945009830014897,0.046605445389640926,5,1.1111447230032354,1.4463999832514673e-05,1.9014621889999717,0.0,1.9014621889999717,1349.7229288763622,1331.3472571597486,nan,94,1.666020624484911,0.8330103122424555,1.6663122180838226,0.20046533074483786,1.0269769282030659,medium,,thread,,
D_backend,,4,,,,,,,1500,thread/dynamic,94,0.976082829200459,0.9643099899985828,0.035071790566702,0.9520260870012862,1.0377641440027219,0.04354039841043871,5,0.9640501819994824,1.408899697707966e-05,2.2219919629999936,0.0,2.2219919629999936,1555.516395720638,1538.276651997806,nan,94,1.9200402849734834,0.48001007124337086,1.9205577288098576,0.36109654075222375,1.2000945871312656,medium,,thread,,
D_backend,,8,,,,,,,1500,thread/dynamic,94,1.2710789905991988,1.2355117150000297,0.11446877008831764,1.1755128709992277,1.4701878939995368,0.14210896491638508,5,1.2350247409995063,1.4434001059271395e-05,2.8903872500000034,0.0,2.8903872500000034,1214.07185523932,1187.095840691857,nan,94,1.4985807139834457,0.18732258924793072,1.499171608903336,0.6197692089923095,1.561093897367188,medium,,thread,,
D_backend,,14,,,,,,,1500,thread/dynamic,94,3.7017778661997,3.366028569998889,1.279985539026264,2.525015962000907,5.608512654998776,1.5890571718261828,5,3.3649507379996066,1.5124998753890395e-05,7.070586284000001,0.0,7.070586284000001,445.62901615552687,442.525245935614,nan,94,0.5500589164637621,0.03928992260455444,0.550235106591885,1.8809091564791873,3.818813239907743,medium,,thread,,
D_backend,,20,,,,,,,1500,thread/dynamic,94,5.158470100999693,5.221761894998053,1.2406508634985192,3.2937989050005854,6.787637370998709,1.5402245511886334,5,5.2202194729979965,1.5041001461213455e-05,10.469971124999915,0.0,10.469971124999915,287.25936382447003,307.14824606924583,nan,94,0.3545764945301754,0.01772882472650877,0.35468126150188906,2.9160693789154393,5.654815986628789,medium,,thread,,
D_backend,,2,,,,,,,1500,process/dynamic,94,0.9426537022001866,0.9338104070011468,0.022078899855899947,0.9257537550001871,0.9810578049982723,0.02741018010933168,5,0.9183268079978006,0.01413251000121818,0.024529999999913343,1.8448029999999562,1.86903099999995,1606.321785186699,1591.9326728253877,1.0008877140245438,94,1.982751545836415,0.9913757729182076,2.0161820518301696,0.008699251401319108,1.0094608907820262,medium,,process,,
D_backend,,4,,,,,,,1500,process/dynamic,94,0.5501076695996744,0.5478382659966883,0.007227137579918901,0.544393759999366,0.5625984220023383,0.008972237930032587,5,0.5276642800017726,0.02024330900167115,0.03044199999999364,2.105144999999993,2.136340999999902,2738.0343672617196,2727.110037558742,1.0108997873926182,94,3.379672693420157,0.8449181733550393,3.5088864229987977,0.06118218763092553,1.1538346281437406,medium,,process,,
D_backend,,8,,,,,,,1500,process/dynamic,94,0.4012431381997885,0.3796409759997914,0.04073543701704575,0.37803231900034007,0.47286652399998275,0.05057161691737059,5,0.3474206939972646,0.03210978400238673,0.04463199999997869,2.7374379999996563,2.7826349999996864,3951.1014216780018,3766.0043521412235,1.0321932143896364,94,4.877013138857469,0.6096266423571837,5.329314171522073,0.09147832237904027,1.502897065816994,medium,,process,,
D_backend,,14,,,,,,,1500,process/dynamic,94,0.358572591200209,0.3573819260018354,0.0061635900440448685,0.35221331100183306,0.36686842599738156,0.007651880951043297,5,0.30437910800173995,0.04979162499876111,0.06322199999999611,4.033928999999716,4.099530999999729,4197.190430923741,4184.2377234073265,1.0804210178367173,94,5.180771307360818,0.37005509338291553,6.0829208685015,0.13094617902979427,2.2141506561680186,medium,,process,,
D_backend,,20,,,,,,,1500,process/dynamic,94,0.3490300000004936,0.3475479219996487,0.0033884582922755362,0.34601377000217326,0.3540461279990268,0.004206652174266367,5,0.2768191430004663,0.07075908199840342,0.09782399999983227,5.137300999999752,5.240092000000345,4315.951571137623,4297.947145430308,1.1042387176101534,94,5.327363252085643,0.26636816260428214,6.688533198719343,0.144958021974864,2.8301659726886603,medium,,process,,
D_backend,,1,,,,,,,1500,sequential,1,9.05990877180011,9.047790198001167,0.061084475595014655,9.002142995999748,9.143873277000239,0.0758342348971708,5,9.047790198001167,0.0,9.044358999999986,0.0,9.044358999999986,165.78633756686568,165.5705887932674,1.0,1,1.0,1.0,1.0,nan,0.999620769499945,heavy,,sequential,,
D_backend,,2,,,,,,,1500,thread/dynamic,94,4.856154836199858,4.890535115999228,0.06625740883046005,4.7484324159995595,4.912308327999199,0.08225625015166803,5,4.890075638999406,1.548100044601597e-05,9.560686508999993,0.0,9.560686508999993,306.7149022389796,308.9329158730618,nan,94,1.8500613907058172,0.9250306953529086,1.850235224552171,0.08104520749821154,1.0566874673013678,heavy,,thread,,
D_backend,,4,,,,,,,1500,thread/dynamic,94,3.300290221600153,3.303683917001763,0.04274096632931924,3.2457414630007406,3.346084081000299,0.05306141124692232,5,3.3031763330000103,1.4773999282624573e-05,11.24107419400002,0.0,11.24107419400002,454.03859378935846,454.56660095298713,nan,94,2.738697292267727,0.6846743230669318,2.7391181353566383,0.15351613962513722,1.2424110139604467,heavy,,thread,,
D_backend,,8,,,,,,,1500,thread/dynamic,94,2.9709185776002416,3.019215262000216,0.1193468680471627,2.8388905819992942,3.1079119329988316,0.14816495251158113,5,3.0181400110013783,1.4743000065209344e-05,15.208177405000015,0.0,15.208177405000015,496.8178383565327,505.5512340726674,nan,94,2.9967357120495763,0.37459196400619704,2.997803337493025,0.23851020237181006,1.6808720220280746,heavy,,thread,,
D_backend,,14,,,,,,,1500,thread/dynamic,94,3.5535236151998104,3.5447470330000215,0.10046228418585494,3.4338521030003903,3.7105598199996166,0.12472040372035582,5,3.543133635997947,1.5366000297944993e-05,18.566296574000035,0.0,18.566296574000035,423.1613669567012,422.3825818725924,nan,94,2.552450178749077,0.18231786991064838,2.553612459342871,0.34499429717072927,2.052025540789141,heavy,,thread,,
D_backend,,20,,,,,,,1500,thread/dynamic,94,4.005158683000627,4.000765831999161,0.031019791142702112,3.9746937650015752,4.051557205999416,0.03850998318415351,5,3.9991646179987583,1.685600000200793e-05,20.276810820000037,0.0,20.276810820000037,374.9282169935095,374.5349010425923,nan,94,2.2615145644452865,0.11307572822226433,2.262420045746658,0.41282267701740016,2.2410788022560006,heavy,,thread,,
D_backend,,2,,,,,,,1500,process/dynamic,94,5.161596584399376,5.167680180999014,0.08335466753684166,5.050797010997485,5.27699224800017,0.10348189742469231,5,5.147139967997646,0.019950420999521157,0.030023000000028333,10.284222000001137,10.318025000001171,290.26564095729714,290.668352800919,1.0020422664678985,94,1.7508417473799727,0.8754208736899863,1.7578286687861264,0.14230769456627224,1.1403917171157023,heavy,,process,,
D_backend,,4,,,,,,,1500,process/dynamic,94,3.101890970800741,3.104100135002227,0.025614933619192506,3.0733333810021577,3.1323968169999716,0.03180004205703316,5,3.0754031030010083,0.02869703200121876,0.041263999999728185,12.078817999999956,12.113264999999956,483.23183362734005,483.60237474131407,1.019242264266324,94,2.9147868317703853,0.7286967079425963,2.941985130070346,0.12410434917585118,1.3388092268845946,heavy,,process,,
D_backend,,8,,,,,,,1500,process/dynamic,94,2.0996225675997264,2.1096620649987017,0.054881332782448757,2.047263150998333,2.1789630239982216,0.06813325057068488,5,2.0544118249999883,0.04404602700378746,0.06184399999983725,16.07224099999985,16.143970999999738,711.0143491161098,714.8015892690136,1.0262096473688835,94,4.288739105713945,0.5360923882142431,4.404078134626789,0.12362144553134151,1.7842998839170978,heavy,,process,,
D_backend,,14,,,,,,,1500,process/dynamic,94,1.7989824555996166,1.7988406799995573,0.058788603477460406,1.7267514339982881,1.8651917910028715,0.07298399015396008,5,1.7299779320019297,0.07088824300444685,0.08445900000015172,23.439648999999918,23.52144599999997,833.870401463441,834.5192800189956,1.0333803954108518,94,5.029789629842813,0.3592706878459152,5.230003244914846,0.1371858930691198,2.599689591077865,heavy,,process,,
D_backend,,20,,,,,,,1500,process/dynamic,94,1.7445493344006535,1.753244743002142,0.07122679766342321,1.670091110998328,1.8505505040011485,0.0884255721665248,5,1.6324352550000185,0.09678161199917668,0.12432200000012017,29.56876199999988,29.69559799999979,855.5565365229602,860.9509661620868,1.0647676593234239,94,5.16059736332551,0.2580298681662755,5.542510902217107,0.1513431752987269,3.2820829561852713,heavy,,process,,
E_intra_image,,1,,,,,,,1000,sequential,1,0.3338347470009467,0.3335456710010476,0.002268797192770545,0.33063702900108183,0.3366697290002776,0.002816632173308615,5,0.3335456710010476,0.0,0.33344000000010965,0.0,0.33344000000010965,2998.090177572292,2995.604874761953,1.0,1,1.0,1.0,,,,light,,,,1
E_intra_image,,1,,,,,,,1000,sequential,1,0.33847625639973555,0.3374180600003456,0.007884040877712467,0.3267048550005711,0.3473472369987576,0.00978776034394145,5,0.3374180600003456,0.0,0.33731299999999464,0.0,0.33731299999999464,2963.682501164804,2955.7124955178406,1.0,1,0.9885234684850774,0.4942617342425387,,,,light,,,,2
E_intra_image,,1,,,,,,,1000,sequential,1,0.32596568020017,0.3262910230005218,0.0016714412240169054,0.3238010999994003,0.32769179500246537,0.002075035680739435,5,0.3262910230005218,0.0,0.32622399999991103,0.0,0.32622399999991103,3064.7487350530046,3067.8722364048954,1.0,1,1.022233673282866,0.2555584183207165,,,,light,,,,4
E_intra_image,,1,,,,,,,1000,sequential,1,0.332077549600217,0.3279383199987933,0.00791524562140075,0.32507243000145536,0.34367233400189434,0.009826499939226711,5,0.3279383199987933,0.0,0.3277619999998933,0.0,0.3277619999998933,3049.353915101107,3012.6962698179555,1.0,1,1.0170987977320702,0.12713734971650878,,,,light,,,,8
E_intra_image,,1,,,,,,,1000,sequential,1,0.32217881839969775,0.322416090999468,0.0029595266057583615,0.31727516099999775,0.32504258200060576,0.0036741485233250178,5,0.322416090999468,0.0,0.32230699999990975,0.0,0.32230699999990975,3101.582172589674,3104.0776079828292,1.0,1,1.03451930692131,0.07389423620866499,,,,light,,,,14
E_intra_image,,1,,,,,,,1000,sequential,1,6.246765195400803,6.238841033002245,0.06491006428456311,6.167316741000832,6.3477907570013485,0.08058356913434406,5,6.238841033002245,0.0,6.234527000000071,0.0,6.234527000000071,160.28618051176431,160.09661561108675,1.0,1,1.0,1.0,,,,heavy,,,,1
E_intra_image,,1,,,,,,,1000,sequential,1,5.831860415799747,5.817683817000216,0.031723475596035236,5.801236169998447,5.873759537000296,0.03938358276256925,5,5.817683817000216,0.0,6.995468000000301,0.0,6.995468000000301,171.88971272000686,171.47591923326678,1.0,1,1.0723925928685467,0.5361962964342734,,,,heavy,,,,2
E_intra_image,,1,,,,,,,1000,sequential,1,5.778757302399754,5.794981971001107,0.07180867874257328,5.663226035001571,5.841340015998867,0.08914795712618363,5,5.794981971001107,0.0,8.958111000000144,0.0,8.958111000000144,172.56309079202293,173.06917450051122,1.0,1,1.0765936916149645,0.26914842290374114,,,,heavy,,,,4
E_intra_image,,1,,,,,,,1000,sequential,1,5.992003077999835,5.997389406998991,0.07771798857459139,5.910778976001893,6.107782062998012,0.09648415810877824,5,5.997389406998991,0.0,14.182759000000033,0.0,14.182759000000033,166.73921470448354,166.91144206218593,1.0,1,1.0402594545089032,0.1300324318136129,,,,heavy,,,,8
E_intra_image,,1,,,,,,,1000,sequential,1,6.375455180599966,6.374645682000846,0.11510854008787494,6.248674441998446,6.518430150998029,0.14290321694120806,5,6.374645682000846,0.0,23.8215560000001,0.0,23.8215560000001,156.87146390324935,156.8924044423276,1.0,1,0.9786961259067225,0.06990686613619447,,,,heavy,,,,14
